,Country Name,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
115,Israel,8.973789380039797,8.973789380039797,8.973789380039797,8.973789380039797,8.973789380039795,8.973789380039795,8.58173027677053,8.58271221861595,8.58271221861595,8.58270513686895,10.5390870493276
116,Italy,13.472904143673281,13.47290414367328,13.47290414367328,13.47290414367328,13.472904143673281,13.47290414367328,13.3464442429884,13.3653061047713,13.3653061047713,13.3348722756161,13.9525919902193
119,Japan,8.439380749503329,8.439380749503329,8.439380749503329,8.439380749503327,8.439380749503327,8.439380749503327,2.09183621347664,10.0262887092871,10.0262887092871,10.0262880741963,10.0262020412695
120,Kazakhstan,4.915591969886412,4.915591969886411,4.915591969886412,4.915591969886412,4.915591969886412,4.915591969886412,3.18942507887438,3.21716402649566,3.21716402649566,3.21716404158976,11.7370426759766
126,"Korea, Rep.",4.644177590658966,4.644177590658966,4.644177590658966,4.644177590658967,4.644177590658966,4.644177590658966,3.88526952835922,3.99024573773508,3.99024573773508,5.54605195130945,5.809074998156
130,Lebanon,1.042651806604648,1.042651806604648,1.042651806604648,1.0426518066046477,1.042651806604648,1.042651806604648,1.04234132124352,1.04272663197996,1.04272663197996,1.0427322239099,1.0427322239099
169,Malaysia,8.683618347144312,8.683618347144314,8.683618347144314,8.683618347144314,8.683618347144314,8.683618347144314,8.91348575727549,8.98554474171629,8.98554474171629,8.98544308731585,7.54807340769765
154,Mexico,16.536865469087125,16.536865469087125,16.536865469087125,16.536865469087125,16.53686546908713,16.536865469087125,6.75214757032193,19.0562399200344,19.0562399200344,18.9098509837237,18.9098489513212
163,Mongolia,18.06864726233264,18.06864726233264,18.06864726233264,18.06864726233264,18.06864726233264,18.06864726233264,17.4032333072051,17.7138825654778,17.7138825654778,17.7138777591754,19.7983601143271
176,Netherlands,22.186451629790785,22.18645162979078,22.18645162979078,22.18645162979078,22.18645162979078,22.18645162979078,17.8924581483262,21.2099164976154,21.2099164976154,25.3090326090471,25.3109343963498
180,New Zealand,30.532639481459835,30.532639481459835,30.53263948145984,30.532639481459842,30.532639481459842,30.532639481459842,30.4786887810956,30.5050632239854,30.5050632239854,30.5696170073351,30.6047651708977
177,Norway,5.157014926954435,5.157014926954435,5.157014926954436,5.157014926954436,5.157014926954436,5.157014926954436,4.96242625971203,5.06077998767431,5.06077998767431,4.99083648311057,5.71025191660096
184,Pakistan,9.794945260219162,9.79494526021916,9.794945260219162,9.794945260219162,9.79494526021916,9.794945260219162,9.7949078821214,9.7949542203294,9.7949542203294,9.7949549891578,9.7949549891578
187,Philippines,3.1445303638330664,3.144530363833066,3.1445303638330664,3.144530363833067,3.1445303638330664,3.144530363833066,3.14138638190187,3.14140839390029,3.14140839390029,3.14922432473144,3.14922432473144
190,Poland,38.05465925350735,38.05465925350736,38.05465925350736,38.05465925350736,38.05465925350736,38.05465925350737,38.0371484381702,38.0635379967455,38.0635379967455,38.1427704140399,37.9663014218357
194,Portugal,15.37654291727534,15.37654291727534,15.376542917275344,15.376542917275344,15.376542917275344,15.376542917275344,9.09757449950512,16.8854244048969,16.8854244048969,16.886819376065,17.1274719010128
202,Russian Federation,7.615234340625422,7.615234340625422,7.615234340625421,7.615234340625421,7.615234340625421,7.615234340625422,7.61117652631545,7.61624908474412,7.61624908474412,7.61624850366171,7.61624850366171
205,Saudi Arabia,4.4308869201043874,4.430886920104388,4.430886920104388,4.430886920104388,4.430886920104388,4.430886920104388,4.04094603755622,4.52837236301312,4.52837236301312,4.52837191846974,4.52837191846974
208,Singapore,2.46800771423409,2.4680077142340897,2.4680077142340897,2.46800771423409,2.4680077142340897,2.4680077142340897,2.48665252687779,2.46306282917716,2.46306282917716,2.46363019296917,2.46363019296917
263,South Africa,11.55065294297722,11.550652942977221,11.550652942977221,11.550652942977221,11.550652942977218,11.55065294297722,12.9850092764781,10.2606485926041,10.2606485926041,11.807255673899,12.4397025793008
70,Spain,16.1810249504912,16.181024950491196,16.1810249504912,16.1810249504912,16.1810249504912,16.1810249504912,15.1956326397025,14.9740098076054,14.9740098076054,17.8541241161734,17.9073483813693
223,Sweden,14.424875463669201,14.4248754636692,14.424875463669197,14.424875463669197,14.424875463669197,14.4248754636692,12.8652828471003,14.9669469297684,14.9669469297684,14.6293158827869,14.695884728922
37,Switzerland,10.186615902630887,10.186615902630885,10.186615902630887,10.186615902630887,10.186615902630885,10.186615902630887,9.65051637879546,9.66518426119507,9.66518426119507,9.99342442212193,11.9587701898469
233,Thailand,12.66209669717638,12.662096697176379,12.66209669717638,12.662096697176379,12.66209669717638,12.66209669717638,12.5097447231165,12.5097581187036,12.5097581187036,12.5097651118809,13.2714574134773
244,Turkiye,0.190646860828055,0.190646860828055,0.190646860828055,0.190646860828055,0.19064686082805501,0.19064686082805501,0.190624822703985,0.190652366562585,0.190652366562585,0.19065237415556,0.19065237415556
248,Ukraine,3.935811004144024,3.9358110041440235,3.9358110041440235,3.935811004144024,3.9358110041440244,3.935811004144024,3.86287620859695,3.88167902094994,3.88167902094994,3.87910573628927,4.17371503393402
8,United Arab Emirates,14.058202491771954,14.058202491771954,14.058202491771953,14.058202491771954,14.058202491771953,14.058202491771954,9.23566752233697,15.0438947733197,15.0438947733197,15.0438895628923,15.9236658269911
81,United Kingdom,29.84946587953764,29.849465879537636,29.84946587953764,29.84946587953764,29.849465879537643,29.84946587953764,22.2620645199521,28.8252338951318,28.8252338951318,29.0475662393434,40.2872308481291
251,United States,25.85126362701712,25.85126362701712,25.85126362701712,25.85126362701712,25.85126362701712,25.85126362701712,26.326199718432,26.328083601169,26.328083601169,26.3281159177314,23.9458352965842
