,Country Name,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
176,Netherlands,30.3172250222354,29.8339264531435,29.982206405694,30.8222024339567,31.0181062629861,30.9474309474309,30.5316305316305,30.7989307989308,30.3237303237303,30.0297000297,29.8434808434808
180,New Zealand,1.89510462952414,1.78876609319813,1.93308267821199,2.07739926322586,2.24070487258365,1.81535072727963,2.05461243401314,1.86472219057385,1.96916182446546,2.07360145835707,2.00144316585014
177,Norway,2.26040674179453,2.239598733997,2.22289756984372,2.21237990621023,2.21353681650361,2.2101904566573,2.2049333563342,2.19512328722102,2.1999244059292,2.19670002793801,2.20842746750484
184,Pakistan,38.1252594437526,39.0462847654628,39.227895392279,39.5262557077626,39.4873391448734,39.4354503943545,40.2008094645081,40.486197592362,40.4213366542134,39.6040888335409,40.1229763387298
187,Philippines,17.7750947446088,18.2781634637958,18.7141563537579,18.7476942683704,18.7476942683704,18.7476942683704,18.7476942683704,18.7476942683704,18.7476942683704,18.7476942683704,18.7476942683704
190,Poland,35.3565365025467,36.2407340887568,35.6769642740513,35.2437869436008,35.6902576831379,35.5563538979065,35.291812273425,35.6216728175316,35.9571479896789,36.1144686550586,35.6743866984614
194,Portugal,12.5294246096735,12.3023255813953,12.2701168249809,12.4284429268207,11.9875859117783,11.6800719606662,10.7223794178522,10.567606128883,10.1918681827312,10.7265101696839,10.3872940082266
202,Russian Federation,7.42809828740168,7.42809828740168,7.42809828740168,7.42809828740168,7.42809828740168,7.42809828740168,7.42809828740168,7.42809828740168,7.42809828740168,7.42809828740168,7.42809828740168
205,Saudi Arabia,1.47928305941787,1.46951420902549,1.44997650824072,1.42718252399183,1.59557889742242,1.62348989854351,1.61744251496727,1.59928552488964,1.59577283236188,1.59577283236188,1.59577283236188
208,Singapore,0.911680911680912,0.894886363636364,0.892351274787535,0.806223479490806,0.78984485190409,0.78984485190409,0.78984485190409,0.786516853932584,0.784313725490196,0.782122905027933,0.779944289693593
263,South Africa,10.331467574541,9.91929700187126,9.89209374407505,9.89209374407505,9.89209374407505,9.89209374407505,9.89209374407505,9.89209374407505,9.89209374407505,9.89209374407505,9.89209374407505
70,Spain,25.0554988900222,24.8639673521645,25.1294456328342,24.3517722556526,24.5456908098599,24.5731005621812,24.6958948202833,24.529740774323,23.7873681820378,23.6449621650246,23.2994560606836
223,Sweden,6.428541092361,6.39294426740138,6.36765824691283,6.35494158806519,6.33557200538028,6.32242261090945,6.29882882509526,6.27312362868792,6.24091234149935,6.23673544028621,6.23288151999232
37,Switzerland,10.2363599554611,10.2211762324122,10.218645611904,10.1959130478793,10.1083561089179,10.081954082938,10.0894548364297,10.0765157835947,10.0753770052305,10.0919652100679,10.1184633172917
233,Thailand,30.8481277770166,30.8481277770166,32.4140225880327,32.9033647164752,32.9033647164752,32.9033647164752,32.9033647164752,32.9033647164752,32.9033647164752,32.9033647164752,32.9033647164752
244,Turkiye,27.784779699336,26.6868495250965,26.736223899796,26.732325922846,26.8947416290945,26.8310746722451,26.4828553980484,25.9839143484532,25.6265997947065,25.4407962267583,25.4485921806582
248,Ukraine,56.0605537526755,56.0985293102258,56.1313263826555,56.5784022647242,56.569248562896,56.5778798183984,56.5796060694989,56.5734507163818,56.7638936831205,56.8243010010356,56.8243010010356
8,United Arab Emirates,0.712475359053788,0.635032385243593,0.522388059701493,0.528020275978598,0.619543790481555,0.620951844550831,0.626584060827936,0.626584060827936,0.595606871303858,0.702618980568854,0.689946493945367
81,United Kingdom,24.6765593353449,25.0568346215848,25.6768486752366,25.8975736783367,25.7657173562601,24.8460298433431,24.9080746496921,25.1431380977969,24.9567536064151,25.1543768858761,24.7117025585913
251,United States,17.2416375327688,17.0935629937184,16.9454884546681,17.0051664841015,17.064844513535,17.1245116109242,17.1841896403576,17.2438567377468,17.2438567377468,17.2438567377468,17.2438567377468
