,Country Name,2016,2017,2018,2019,2020
139,Lower middle income,15.0,13.0,11.3,10.2,34.31315789473684
140,Low & middle income,12.5,11.4,10.5,10.0,33.01794871794872
141,Lesotho,51.62500000000001,32.4,51.62500000000001,51.62500000000001,51.62500000000001
143,Lithuania,1.3,1.0,0.9,0.5,1.275
144,Luxembourg,0.1,0.3,0.3,0.1,0.06818181818181818
145,Latvia,0.6,0.8,0.4,0.2,1.1624999999999999
148,Morocco,6.633333333333333,6.633333333333333,6.633333333333333,6.633333333333333,6.633333333333333
150,Moldova,0.1,0.0,0.0,0.0,7.265217391304348
151,Madagascar,70.55,70.55,70.55,70.55,70.55
152,Maldives,0.0,2.5999999999999996,2.5999999999999996,0.0,2.5999999999999996
153,Middle East & North Africa,5.4,6.0,7.5,4.484848484848484,4.484848484848484
154,Mexico,3.2,6.664705882352941,2.6,6.664705882352941,3.1
157,North Macedonia,4.2,4.5,3.4,6.3500000000000005,6.3500000000000005
158,Mali,50.88000000000001,50.88000000000001,14.8,50.88000000000001,50.88000000000001
162,Montenegro,2.5,3.3,2.8,2.5,2.5
163,Mongolia,0.7,6.08,0.7,6.08,6.08
165,Mozambique,74.675,74.675,74.675,74.675,74.675
166,Mauritania,23.414285714285715,23.414285714285715,23.414285714285715,23.414285714285715,23.414285714285715
167,Mauritius,0.26666666666666666,0.1,0.26666666666666666,0.26666666666666666,0.26666666666666666
169,Malaysia,1.4249999999999998,1.4249999999999998,1.4249999999999998,1.4249999999999998,1.4249999999999998
171,Namibia,26.13333333333333,26.13333333333333,26.13333333333333,26.13333333333333,26.13333333333333
173,Niger,70.58571428571429,70.58571428571429,50.6,70.58571428571429,70.58571428571429
174,Nigeria,42.3,42.3,30.9,42.3,42.3
175,Nicaragua,17.2,17.2,17.2,17.2,17.2
176,Netherlands,0.0,0.2,0.1,0.1,0.20476190476190476
177,Norway,0.3,0.3,0.3,0.2,0.21363636363636365
178,Nepal,34.56666666666667,34.56666666666667,34.56666666666667,34.56666666666667,34.56666666666667
184,Pakistan,23.815384615384612,23.815384615384612,4.9,23.815384615384612,23.815384615384612
185,Panama,1.5,2.1,1.4,1.0,7.855555555555556
186,Peru,4.6,4.5,3.6,3.0,5.8
187,Philippines,10.671428571428569,10.671428571428569,3.0,10.671428571428569,10.671428571428569
190,Poland,0.2,0.3,0.2,0.5066666666666667,0.5066666666666667
194,Portugal,0.4,0.4,0.3,0.1,0.4117647058823529
195,Paraguay,1.7,1.0,1.4,1.0,0.8
201,Romania,3.2,3.3,2.7,2.2,4.714285714285714
202,Russian Federation,0.0,0.0,0.0,0.0,0.0
203,Rwanda,52.0,61.239999999999995,61.239999999999995,61.239999999999995,61.239999999999995
204,South Asia,15.8,12.6,10.0,8.5,36.785294117647055
207,Senegal,45.699999999999996,45.699999999999996,9.3,45.699999999999996,45.699999999999996
210,Sierra Leone,48.3,48.3,26.1,48.3,48.3
211,El Salvador,2.6,2.2,1.8,1.4,9.6
214,Serbia,6.4,5.4,2.9,2.3,5.199999999999999
217,Sub-Saharan Africa,37.5,36.7,35.7,35.1,48.28666666666666
221,Slovak Republic,1.4,0.2,0.2,0.1,0.4125
222,Slovenia,0.0,0.0,0.0,0.0,0.0125
223,Sweden,0.3,0.2,0.7,0.3,0.7458333333333332
224,Eswatini,36.1,56.725,56.725,56.725,56.725
229,Chad,41.76666666666667,41.76666666666667,30.9,41.76666666666667,41.76666666666667
232,Togo,50.675,50.675,28.1,50.675,50.675
233,Thailand,0.0,0.0,0.0,0.1,0.0
234,Tajikistan,24.299999999999997,24.299999999999997,24.299999999999997,24.299999999999997,24.299999999999997
237,Timor-Leste,15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001,15.700000000000001
239,Tonga,1.8333333333333333,1.8333333333333333,1.8333333333333333,1.8333333333333333,1.8333333333333333
243,Tunisia,5.571428571428571,5.571428571428571,5.571428571428571,5.571428571428571,5.571428571428571
244,Turkiye,0.2,0.1,0.0,0.4,1.1149999999999998
246,Tanzania,59.81999999999999,59.81999999999999,44.9,59.81999999999999,59.81999999999999
247,Uganda,42.7,55.27,55.27,42.2,55.27
248,Ukraine,0.1,0.0,0.0,0.0,0.0
249,Upper middle income,1.9,1.8,1.6,1.5,27.356410256410253
250,Uruguay,0.1,0.1,0.1,0.1,0.2
251,United States,1.0,1.2,1.0,1.0,0.834375
252,Uzbekistan,76.3,76.3,76.3,76.3,76.3
254,"Venezuela, RB",10.776923076923076,10.776923076923076,10.776923076923076,10.776923076923076,10.776923076923076
257,Vietnam,1.3,14.045454545454545,1.2,14.045454545454545,14.045454545454545
259,World,10.5,9.6,8.9,8.4,26.8
260,Samoa,1.5,1.5,1.5,1.5,1.5
263,South Africa,25.98333333333333,25.98333333333333,25.98333333333333,25.98333333333333,25.98333333333333
264,Zambia,58.06666666666667,58.06666666666667,58.06666666666667,58.06666666666667,58.06666666666667
265,Zimbabwe,31.866666666666664,34.2,31.866666666666664,39.8,31.866666666666664
