,Country Name,2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
20,Switzerland,0.22366187716022168,0.22234035628702523,0.22178752168415625,0.2146107160905649,0.21076523817506626,0.21072085533853618,0.21725191153346993,0.2330907040207452,0.23422346154916354,0.22670556022088384,0.22565040949516416,0.22217256995377482,0.22390484997275567,0.2360088683344937,0.2399675069493985,0.2399024407086057,0.24388458169011765,0.24893448201102097,0.25687295441187785
21,Chile,0.1187772468782364,0.1302805012165981,0.15913742048407292,0.18195721707819182,0.23643364704537323,0.2446115704599134,0.20909565774749514,0.21723288155723106,0.26432641324665207,0.26850542942882616,0.24995274900944459,0.2421218440824356,0.23724317487008245,0.23060733383146031,0.23891529971959413,0.263575334748848,0.2556730083826366,0.25135363260921967,0.2760654598180665
22,China,0.2421539967185138,0.24430754017187778,0.2386208830260384,0.23250820386639587,0.23521703729525745,0.23278070262930375,0.220335809669954,0.23948434470642221,0.21570426478129356,0.2078126453371137,0.20966995797187327,0.21201621384820982,0.21806557136961255,0.24326283083150543,0.24272260234655313,0.22948869187552784,0.2224695509842212,0.22542694569665936,0.2408635012327438
23,Cameroon,0.1746145836673697,0.17878396583524056,0.1934006001270976,0.20769367171736697,0.21858177901836195,0.21937639144157473,0.238040210676112,0.22173915831862537,0.24798471491376628,0.2704870044923926,0.2610232637833296,0.2579114685161304,0.2613029627280146,0.22975929923948085,0.22277679837207434,0.23169880961231176,0.24840940461642957,0.2359668024709311,0.21021205779840624
24,Colombia,0.1623358980993332,0.16641223347128523,0.1867495771933194,0.21196445205491046,0.2210648349972258,0.2320270754500246,0.24562823997365135,0.2320968885107516,0.2694160663409115,0.30917343314504486,0.29203183543212385,0.2710779779087901,0.24665354922147062,0.18570689662448034,0.18357043749674065,0.21483446152294083,0.23493122669232785,0.2316445870240996,0.19563564233121164
25,Costa Rica,0.22941242504931975,0.22937092061324726,0.22930273323293157,0.22921608477094488,0.2291360851134893,0.22904950675437796,0.22894239807405703,0.22912052590076254,0.22912015014476095,0.22905093793154221,0.22904965271980857,0.22903263747839092,0.22908898415031867,0.22924248069497016,0.22931816669647428,0.22925825276343254,0.229178965860613,0.2306166460704558,0.2323664232490295
26,Cyprus,0.24362107773965597,0.24376311640350826,0.2458938000480026,0.2413837480335502,0.24422466304747478,0.2411064659903504,0.25232704789914995,0.2304645596323903,0.23323079935905347,0.22962801204772626,0.2229079483031067,0.21935368016500395,0.21967767599604826,0.21987628524882447,0.21499696027094706,0.21530580119542053,0.2217139328674232,0.21574275499275028,0.19524806004081846
27,Germany,0.2373938967160339,0.2388165184675975,0.23483200534715162,0.22795955689948502,0.22277880173648817,0.22270570978121443,0.21806054121337048,0.23083387618143797,0.22499335778038068,0.2183942792258546,0.21700192403782975,0.22153745933836963,0.22750702201670672,0.2339268563131738,0.23919341507583985,0.23493288701500487,0.23227970133087364,0.2347916994298571,0.23870556541976448
28,Djibouti,0.22102544516613198,0.22670629360547556,0.2219221633353498,0.22507114893943897,0.2302345925398468,0.22523243871268714,0.2288863045437627,0.2288617441860916,0.2273262573867316,0.23015889945888868,0.23535413322484905,0.23766949916497548,0.23806185237485125,0.2338570085636301,0.22756413348886087,0.22932471634469664,0.22977395404644363,0.2301276923246159,0.2309111228959177
29,Denmark,0.2303651833623108,0.2289463271476202,0.22234281577013554,0.22644317886031273,0.2262730849465878,0.22950169835643536,0.23043762857488623,0.22664188661143286,0.2281750862257366,0.22810630354569403,0.23120003907841355,0.23220397593936656,0.2281594196117784,0.22995933601277174,0.22949648853495633,0.22865614471783358,0.22737833438589908,0.23618979613928182,0.23794688894271493
30,Dominican Republic,0.2259911055124889,0.2133447900134326,0.224062073436674,0.21696439756045582,0.2238324053438924,0.23130669430728393,0.21721410293645646,0.23049755254354673,0.2259031310396361,0.2218360817318055,0.2232402183265117,0.217906632497196,0.21868617094813514,0.24191135237953076,0.24696001132724402,0.23557249943862874,0.23016407320151536,0.24054060631728666,0.2664454781156361
31,Ecuador,0.17011044916473017,0.180787569851291,0.17992957718957764,0.1972697363944415,0.21648957390767326,0.22589459422501532,0.26443646083995576,0.22087684499177104,0.25385949472337555,0.2854759640472099,0.2846531184540825,0.28724582662563275,0.2708720223596561,0.202968865515669,0.19218605082224133,0.21422578042564736,0.23360125344315702,0.22538224410152968,0.1955437363103633
32,"Egypt, Arab Rep.",0.15351759541015836,0.16013284130454336,0.17497244255083425,0.20412995408727597,0.22485519366415152,0.216861161447513,0.2451583226130692,0.2252771231012952,0.23175324930365027,0.24570586674508457,0.251400666172122,0.25032087674377057,0.24786702422057338,0.2406656800533165,0.24540575721758043,0.2479211989550646,0.25458692263185617,0.24968125157188095,0.24883423447080877
33,Spain,0.2448613227201179,0.2441744260238179,0.24123812603891928,0.23589835307252718,0.23369918754604738,0.23430922593158987,0.2268997422184405,0.2377644057922771,0.2299284664365229,0.22054505516311465,0.21761750685729436,0.21830637630136038,0.21796266349251078,0.22612573259133734,0.22866295847867704,0.22513275195378527,0.22087021693362685,0.22218635128188943,0.22969895666903137
34,Estonia,0.237390532676467,0.23427089056129857,0.23367102010259938,0.22940062468775949,0.22490452586134446,0.23182244570472488,0.22552789754753405,0.23486328459073197,0.23317561966540692,0.2303018238043692,0.22502432135451939,0.22613025572793544,0.22452026686450907,0.2245576931451811,0.2284967838563753,0.22601987277801078,0.2265962260731433,0.2267491478021715,0.23476769680852436
35,Ethiopia,0.17053502076477162,0.17848659208919587,0.18645731740838353,0.1977843181752266,0.19958381999126887,0.21200789546531087,0.21207285293254327,0.22637088827055962,0.24520337098547662,0.26139836680513495,0.2507154573022887,0.23937054829332238,0.2580556045262817,0.252040944284673,0.2665282429595653,0.25702921104921544,0.2349299601079081,0.2335814964337293,0.24206259385034762
36,Finland,0.25216053856616305,0.24455749411494251,0.233721140838334,0.2334909672220781,0.22950269531846212,0.23518362524210626,0.22518165620401476,0.23052234935788418,0.22758958615284527,0.2206838746449223,0.21748374264518855,0.22038767587168867,0.22261612802644398,0.2321360832534084,0.23133410654934047,0.22753860267589898,0.2247571023337511,0.22279584825379228,0.22444711040433038
37,Fiji,0.2173605300715221,0.21093573374380914,0.2011439526624348,0.20287842912665918,0.22198231221369802,0.20856714560387546,0.20232066176589145,0.2343768157217092,0.23748379261798988,0.24723556992782816,0.24714065223155246,0.23721471475012465,0.23608660491681907,0.23899297238755154,0.24533816620806445,0.24090032557798502,0.23701640127208065,0.23977791347692592,0.24161455656250153
38,France,0.24832673865781005,0.24602680702755736,0.2442621413076583,0.23751539608167152,0.23605134763245916,0.2363597431073949,0.23114967815914825,0.23741363912235366,0.22964920784385545,0.2220861751518386,0.22028258532004386,0.2192305167732782,0.21937910727539356,0.22513790857211616,0.2245150367707891,0.22023041623094783,0.21756227105881115,0.21840483948956152,0.22122684830707268
39,United Kingdom,0.22909404768478636,0.2344604352383222,0.23298598363560183,0.23437811844670983,0.22485514032168158,0.22278429835725566,0.22217217879252701,0.21754974929514911,0.22633775253105828,0.22852687480098693,0.212335521519502,0.2670130214824142,0.24240386066959244,0.24444237556650553,0.22261565315327744,0.22810691447247347,0.2396237363478728,0.2182702913285457,0.20358857829021484
40,Georgia,0.1775548629023747,0.17872093656591057,0.19132788265044828,0.18490788338332428,0.20105691543763685,0.20698992261532215,0.22848493104681517,0.2389457729329553,0.24722614830154904,0.24502074291572865,0.2385639359429963,0.23526552480429333,0.23585924259737187,0.23905613355289573,0.24805718591518439,0.25828670611492177,0.2541584639528554,0.2568108848345071,0.26110906107448717
41,Ghana,0.1892059338203353,0.1815601609991596,0.16938439433389585,0.1667499138488445,0.17165555220338094,0.1852763230776873,0.20980290883257827,0.23132950410833503,0.25715782809037413,0.2605714061817164,0.25479343514480013,0.2431668090266263,0.24673671101007721,0.24019585705879337,0.2472390101917285,0.24685478122585724,0.26543961109171926,0.27036875174442876,0.2667293737097088
42,Guinea,0.20390812857651952,0.20296163222270122,0.22057837928848864,0.22653432455430358,0.2776125482532327,0.2737838882760005,0.25105669766766187,0.21029889930014503,0.2457061399734768,0.24363847936939687,0.22777143188186993,0.21241832629618376,0.20700877350846592,0.2051467902494201,0.2178191847434042,0.22830066142178276,0.22472034099098623,0.22197808670518257,0.23867064398407892
43,"Gambia, The",0.2425428119377092,0.22694115626923117,0.22570307197017306,0.21506969478476426,0.2207503177446742,0.22932383239580562,0.2428126478212238,0.23057702392316767,0.2326316544821716,0.21730906170727748,0.22055591495949872,0.22990931593631758,0.23766613884235652,0.22809824503857434,0.22109735007407444,0.2322193637239184,0.24015779305685034,0.23281806719775516,0.2301785496084559
44,Guinea-Bissau,0.24636684254718824,0.17036599594099217,0.21059849182718648,0.19123801397089155,0.20832520892353185,0.18828557540997595,0.19156002309664302,0.22433036775343376,0.2233820573890323,0.21143443182354113,0.21467452962999634,0.20791020236989158,0.21489592459386228,0.2501311730152825,0.27052580373553786,0.27601680909030235,0.27184292496932055,0.2737928141608585,0.2694301314846185
45,Greece,0.24742290135974634,0.24230154896382047,0.24513612120220948,0.23675711590954376,0.2348633405348202,0.23506715070493295,0.22989963652320344,0.22321466922498764,0.22624562753852945,0.22737046718680579,0.22176772342276968,0.22220989594150314,0.2230188634910048,0.22737519738112927,0.22427043701191177,0.22584138834173276,0.22467007141626444,0.2217708890673078,0.2167723088316404
46,Guatemala,0.10728480666637967,0.11050333333414507,0.13008504930378664,0.15313582141287344,0.17204771100981064,0.19696081613369504,0.24482201167284992,0.21048365610808378,0.24892820549111097,0.31504389296809,0.2977159476556395,0.28009119398501486,0.2673527160168552,0.20962217663361818,0.20897037616976538,0.22477093912496743,0.2661797342046964,0.26779424493353493,0.2877367148138704
47,Honduras,0.10979989686716277,0.11250627313362546,0.1300124248331111,0.15446771551601682,0.1751046503105965,0.1967300138068293,0.24433902667823226,0.1976945430281689,0.2457344115567688,0.34858924235912797,0.30431824512870415,0.2714714522095181,0.2660420295233025,0.20769196433624426,0.20121841449758268,0.2176379013733,0.2684860597919731,0.26334008898757877,0.27379809144104617
48,Croatia,0.22649499216874963,0.22593275540638572,0.22758577145352868,0.22756950127013642,0.23005945166475733,0.23453637069522196,0.23131348896408432,0.231862585369393,0.23374436846255012,0.23437626672616818,0.23119999866776533,0.22924324724229983,0.23084134047015756,0.23286399698701019,0.2304330765112181,0.22797476698109637,0.2244302213965113,0.22513282997639975,0.2228381700813429
49,Hungary,0.22888698197382973,0.23042959829070575,0.22852705489911712,0.2249519745558063,0.21675683725581654,0.21628512591233037,0.21439439629000048,0.22037056194585708,0.22546900451187007,0.22689230693185963,0.22584743653130776,0.2307461348436737,0.2316264345279353,0.23386017949569188,0.23637241112744045,0.23832105051014413,0.23772377147121337,0.23998259588511342,0.24841964376442535
50,Indonesia,0.19781843861324835,0.2023175103512743,0.20653242150411663,0.21028055237321264,0.2225841614639606,0.22963478331773235,0.24615080062179398,0.23504574667963338,0.2492850388631417,0.2631280026194063,0.25309442695696344,0.23887126654905771,0.23340271303252447,0.2277050949680525,0.22559143909265708,0.2302845540260263,0.22712151208126868,0.22619227044209253,0.22239085972058706
51,India,0.21626100584219624,0.23473243531424823,0.22369244632066934,0.21427170711456425,0.20911083636420763,0.19911792913890283,0.19911792913890283,0.23183200031078688,0.22807256246052326,0.2195835092659926,0.2198037535078867,0.22556985406055477,0.2289286771797739,0.2543189622085169,0.26110776581954165,0.25002719246671645,0.23502888181277448,0.23918102656347323,0.25643504677104295
52,Ireland,0.24002267069480232,0.23906275457974718,0.23335685735220646,0.24106218016109543,0.2356298548989992,0.2313386286419554,0.22891816472448165,0.23624434566024136,0.24069130743558007,0.22755131569290152,0.22389214124681303,0.22057563429794733,0.21812583526738485,0.22986153044281588,0.23243781052350554,0.22541326845832524,0.21592139208500796,0.21791165362639886,0.21809032011906843
53,"Iran, Islamic Rep.",0.1358160409266273,0.14418204110273922,0.16560559047302278,0.20847979317821635,0.23399666042870004,0.23589303000517836,0.2725480568545364,0.19566451951481656,0.23156286391481898,0.27335656127555163,0.2792776869817236,0.284745926451228,0.28038082263522,0.21517201810800174,0.19012754448135236,0.22258315130111908,0.2581609135599398,0.24557234355629473,0.2047708055044693
54,Iceland,0.26969978673745465,0.25046992145823965,0.2439458082498558,0.24224207540124507,0.25839496005609475,0.2556544069753231,0.22917868537734362,0.21034184533529637,0.22754177219149052,0.22125459801371336,0.20873902963634963,0.19884304821579052,0.20731391886194175,0.22953688958283927,0.22523290073239222,0.22284474718333044,0.21548498780523442,0.21775185298302233,0.20903932537008013
55,Israel,0.2222900216303524,0.21910509767851905,0.2147572538239036,0.216204143715393,0.2128512120610107,0.20841470734182937,0.21150858677247283,0.23125319066690278,0.22335197106157162,0.20784927375588316,0.2223008985654905,0.22875572731161692,0.23066873411211788,0.2544957807291901,0.2589170405940364,0.25122528472076494,0.24289650340618238,0.24857057504681548,0.24292027609301625
56,Italy,0.2355525011307154,0.2382910875499338,0.2355050620540293,0.2310124833840863,0.22342490952698055,0.22712341520273813,0.22015271630546351,0.23097913970769043,0.2207940150049775,0.21389396120941578,0.21441094084860626,0.22041681930897902,0.22729687324511363,0.23360763251142178,0.23980114448386777,0.23275842934177168,0.2302267918598488,0.23585496695688343,0.24489793213425068
57,Jamaica,0.23515239518251677,0.22985411559769475,0.23904414176075958,0.2357970596814343,0.27518458060873474,0.2624515578445345,0.2372139483684719,0.21904400968453558,0.23690548834249522,0.22940824978665694,0.2151799019627558,0.20659915759801004,0.21173249603547195,0.21431129680666974,0.21574816493351426,0.23226197176141372,0.22927204804775891,0.21497455970848817,0.20615383930529024
58,Jordan,0.2560414187152138,0.23198503677105675,0.2241846237010164,0.2322146335083163,0.23533672643054585,0.2418626227235463,0.31011362887967475,0.3265099450974496,0.22501386611887758,0.20686829525849665,0.21966642737261363,0.20442785195504645,0.19637332381679534,0.2081210733331565,0.1886494561167165,0.19305359331064575,0.2059076184880582,0.19850430440458755,0.19944008770170502
59,Kazakhstan,0.12528790318000113,0.13518881705215016,0.15751933665922452,0.1947749498841827,0.23066210067798235,0.24032324533645094,0.283774615590034,0.2133383176920379,0.2586525532006563,0.3007111790070708,0.2998325208613233,0.2968264927677866,0.2796637505208746,0.1968813042461345,0.17544927614303457,0.20815120061119305,0.24195872706535249,0.22335664981308723,0.17727450681611343
60,Kenya,0.20535984476214628,0.2057117814485901,0.2193501019262869,0.22341497603824143,0.22199144831160764,0.2154999509315095,0.21464571579689046,0.23893891438666612,0.2362149248380619,0.22683149459394056,0.22592726106443098,0.2175226902696675,0.2193929795567083,0.24784672631766222,0.2462931088819011,0.2589743662753555,0.2443163320885762,0.24191591825544367,0.23975803187732903
61,Kyrgyz Republic,0.20384899104480023,0.21826916580909023,0.2193759428001433,0.20608416560300233,0.2083384272932411,0.2078958094013528,0.21131985056186284,0.21730775969933636,0.2309658836806631,0.23764179490420106,0.23544866582534676,0.22412396352501715,0.2170727025429049,0.22570380781071084,0.24340659145037138,0.2475577015164136,0.24049295026324877,0.251742986433811,0.2939577076447553
62,"Korea, Rep.",0.32606343009527117,0.3134820268543114,0.3021168001988271,0.2743107684143729,0.24932932266485225,0.2335318453493463,0.2082862738006649,0.2171247001765635,0.20123014510442416,0.1807939633371237,0.1777589683839362,0.18364641356622488,0.18670570798952665,0.20903656107807306,0.21112154607505304,0.2103695716103755,0.19949734322107981,0.19125711946425528,0.19848533743727403
63,Lao PDR,0.23300341713090647,0.2281334089646142,0.21584916564408474,0.20533659784193012,0.22963244962457768,0.22412436722300005,0.2142296354585312,0.21430377533396544,0.25062429043178247,0.25043573152155013,0.23121653712475906,0.2241158631286898,0.2235525797650378,0.2185703196858845,0.21959610175913621,0.23375856024720063,0.2505592395764817,0.24456112136237215,0.24021534204982717
64,Sri Lanka,0.21105013173087456,0.2545813510010227,0.24823491944250703,0.23841335873589659,0.2247606866369463,0.22449728232756894,0.19955016117928326,0.2333920699248361,0.22904901568123928,0.20800023402185958,0.20520813902595356,0.21479057746898864,0.2237265625734539,0.22944910147398956,0.23869940423965244,0.24169133164558806,0.24230533234154625,0.2380062399188429,0.24403240667547005
65,Lesotho,0.28048945794256996,0.2618677095382252,0.2440213171152853,0.23989992632324772,0.2331727269154988,0.22618651919601074,0.20742632841360736,0.2266287179441363,0.21462542832175388,0.20524595480205346,0.21432266871065578,0.21196151044761916,0.217128293604998,0.23619202231627023,0.2440062037114395,0.22845350153427957,0.21781389536728343,0.2174219870766443,0.2175040091743297
66,Lithuania,0.23176595980001452,0.24132381701532046,0.24377924965285572,0.2352081176878634,0.22838321977927506,0.23113417948719409,0.22361601735358333,0.2261016722019394,0.22117967338108022,0.21962682363429298,0.2192069084665488,0.2207599670143969,0.2254930597072086,0.2304181555020818,0.232286804151309,0.23077722976945023,0.2294973731403331,0.23102191457685922,0.2354783524841028
67,Luxembourg,0.28536198322140155,0.26918349648902645,0.25503076363018834,0.25272310459967606,0.2440038911461904,0.24204463448021157,0.23329122080531997,0.23564282822929702,0.22675124264244526,0.22144288431235135,0.21416766825645012,0.21322765672926144,0.20880025679348177,0.21531078954012534,0.20968345268799654,0.207021529007748,0.20234020788849352,0.1990976940781965,0.19993395448421766
68,Latvia,0.22813053904506683,0.22681006739133946,0.23240260143579122,0.22584820646755463,0.22346939305868005,0.23546507078431075,0.2259597217571606,0.22577448246084336,0.23135540623657946,0.22865176638748438,0.22231458006923638,0.2251218296248151,0.22601750721838756,0.22926296884108815,0.23302325329145335,0.23020627776382316,0.23458797747282828,0.23536063005915703,0.23833608062905048
69,Morocco,0.21056347641356157,0.21979210818894393,0.21821111263647963,0.20710517475745488,0.20909465772481833,0.20503098061575747,0.24172977383104272,0.22192475294024405,0.21866115362923366,0.21866115362923366,0.25809114987060067,0.2559171156226802,0.25247191584585404,0.24521183695563395,0.24669806001255049,0.23279228420429818,0.22435282396348363,0.2247063173981667,0.23648134338387233
70,Moldova,0.28973394261191665,0.28558500798720704,0.26860087758107687,0.248363825138216,0.23754063094800348,0.2348595854244452,0.22130999397877038,0.21458510465777594,0.21722128529012025,0.21279822745001192,0.20847745126957662,0.20531870199653102,0.19789115205395216,0.2092352308409261,0.21510791173336546,0.21485115842732272,0.20693173008461266,0.2057022209594347,0.23550225030801686
71,Madagascar,0.2545652097410853,0.25134278065448895,0.23845788767268492,0.2210618882332052,0.21786441487956024,0.21736800507363735,0.20830427562473033,0.21758490847323309,0.22834080961161868,0.23562623594482035,0.2364171621139634,0.23458048865528136,0.25407473492476995,0.2625786985684206,0.25378413432925884,0.22819426432093154,0.19759255393044836,0.19479626231103866,0.18787213387501264
72,Maldives,0.23638963472854982,0.2207598218624129,0.21233311898513005,0.22160109908652265,0.22616350084483836,0.21638951944094365,0.20089045125578772,0.21880779036847658,0.22326162226830062,0.20705551856715607,0.20518404731203613,0.21134768285505906,0.2202882006665416,0.23945594762943698,0.24560292653817617,0.2575356544679452,0.26586318934061826,0.26449396415525767,0.24969309901972794
73,Mexico,0.2180926126821014,0.2235381539634927,0.2364622314221389,0.2436251852971192,0.25061146089940045,0.24980304682397464,0.253069417203127,0.2248256865830925,0.24191815648858417,0.25838414439276947,0.2489766570240794,0.24880825436134194,0.23607489513060248,0.20411708131977385,0.19172489524784714,0.2002716918642556,0.20505128959750918,0.20696948989233435,0.19767117287353506
74,North Macedonia,0.23976623541331415,0.23618238670206526,0.234893826464404,0.2331033470846048,0.230965334114487,0.23144752289316692,0.22587037105466778,0.2343447003636774,0.22704112655940864,0.21096840096986885,0.21250709728619077,0.21743032423423092,0.22318344751872973,0.2378740553503461,0.2364543596679929,0.23313423636462663,0.23069031326016282,0.23100509886291873,0.22943597385636125
75,Mali,0.16116571342678745,0.18986817125908004,0.1776906686631356,0.15543290919392058,0.17409018200527773,0.17893205970159834,0.1861003610289463,0.21367573046808527,0.2532342886284015,0.278262538050146,0.27131206325342916,0.24492171088640327,0.22709023951424864,0.23116610265391374,0.2585935379369246,0.25335486363837245,0.23922792908443855,0.25871747049765176,0.32286419173848674
