,Country Name,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,average
41,Croatia,0.228868698,0.214552128,0.189079359,0.174652424,0.150244777,0.097797151,0.200001737,0.196974982,0.194152412,0.163907507,0.164494736,0.173538502,0.162640771,0.203733278,0.225319832,0.241304947,0.254682011,0.259455181,0.204191993,0.194715391
23,Cyprus,0.312742627,0.32866476,0.326385123,0.28100971,0.261345711,0.175361911,0.332527144,0.336401339,0.317352089,0.282609031,0.247236102,0.241604497,0.271731182,0.289936704,0.317352433,0.32905803,0.325961376,0.351929081,0.296851475,0.296108438
0,Denmark,0.546128055,0.608227809,0.575115753,0.503424916,0.464598112,0.276891967,0.511724619,0.520768047,0.523190764,0.492717977,0.451707646,0.498061432,0.504743945,0.493331062,0.512051431,0.540837803,0.547245051,0.556542328,0.541500431,0.508884692
82,Djibouti,0.18857428,0.176061828,0.171410479,0.17126899,0.149588441,0.083347608,0.211919656,0.260107491,0.20427384,0.207401846,0.210177527,0.192958471,0.163007567,0.169756466,0.182744239,0.169239687,0.212464686,0.219842146,0.214799473,0.18731288
98,Dominican Republic,0.214265553,0.131683859,0.156297283,0.19083508,0.155733718,0.089845514,0.16299482,0.229131571,0.215075678,0.182770437,0.165779418,0.19162158,0.199178103,0.22872086,0.216997548,0.189923984,0.240882382,0.213348465,0.183784283,0.187308955
90,Ecuador,0.230956962,0.209738895,0.224525285,0.188751904,0.169423287,0.086471566,0.213899395,0.22310564,0.195797577,0.225997487,0.213277742,0.169970764,0.147830165,0.149818423,0.100731485,0.144111349,0.196800726,0.158217392,0.17674358,0.180324717
84,"Egypt, Arab Rep.",0.152684963,0.153064671,0.134889761,0.11452679,0.088214545,0.065145305,0.156195802,0.239468917,0.173829506,0.120114017,0.136007678,0.116299928,0.122100489,0.154312678,0.135899325,0.115466424,0.186640453,0.151083642,0.213759004,0.143668626
70,El Salvador,0.161391714,0.165705999,0.15993728,0.139220348,0.10677876,0.062806344,0.148303008,0.187879431,0.170704415,0.168376582,0.179524595,0.162026086,0.155249539,0.175113678,0.173257617,0.172279094,0.205631856,0.172718184,0.16828123,0.159746619
19,Estonia,0.26247204,0.261826787,0.256087415,0.233103458,0.225096562,0.130339419,0.198071586,0.193288925,0.235160474,0.27121177,0.253391006,0.248837257,0.260888404,0.249996068,0.257181656,0.275508906,0.295569846,0.299140507,0.282340679,0.246816461
47,Eswatini,0.190063393,0.188254504,0.156506888,0.16741239,0.228217072,0.087288978,0.198768822,0.229924706,0.167140786,0.169449595,0.251091552,0.210676062,0.164941621,0.159129788,0.113752536,0.127228826,0.172898336,0.128486492,0.19996568,0.17427358
83,Ethiopia,0.153488289,0.131751185,0.213029491,0.161569701,0.140520063,0.089568822,0.202935518,0.281645275,0.233050098,0.220405619,0.236362912,0.228673542,0.208761445,0.226719589,0.233142518,0.206334236,0.218769876,0.220020052,0.225907113,0.201718702
34,Fiji,0.187401749,0.171131726,0.19121559,0.160347845,0.126635524,0.072072612,0.198748457,0.208727701,0.189955587,0.198033745,0.197446743,0.21126964,0.184300605,0.189642504,0.157181472,0.198177106,0.210195271,0.152332976,0.1365992,0.175864003
1,Finland,0.505006938,0.522144751,0.493164291,0.416823346,0.388618441,0.244801592,0.456894299,0.428918428,0.437375182,0.431322987,0.387679514,0.411182569,0.398825889,0.404767404,0.420614924,0.444631912,0.457226797,0.436625645,0.447404593,0.428106816
16,France,0.413644678,0.452839752,0.423496411,0.341001693,0.317057095,0.197840009,0.356128703,0.395737591,0.381346725,0.36132609,0.335227358,0.35863245,0.349380268,0.356123357,0.35301162,0.371601931,0.395834316,0.363169402,0.359459136,0.362255715
81,"Gambia, The",0.188261906,0.195157475,0.184192879,0.125454884,0.09275625,0.074981071,0.197930082,0.265301676,0.192558606,0.143358986,0.200020596,0.158526539,0.13783667,0.169745042,0.138040198,0.163032771,0.211811393,0.201738233,0.208099147,0.170989705
40,Georgia,0.224466905,0.225524152,0.227891239,0.212197474,0.19083799,0.110490703,0.172494353,0.17963639,0.195571042,0.216582407,0.230380142,0.199101093,0.193126556,0.195176634,0.189932915,0.207061971,0.228400086,0.209498887,0.174308471,0.19908839
10,Germany,0.417004612,0.460352989,0.423858152,0.338774101,0.323591437,0.205080147,0.379015138,0.393476497,0.399421355,0.406682903,0.382637072,0.402261315,0.410506518,0.406162474,0.418662476,0.439512548,0.449399027,0.446255657,0.42903065,0.396404477
46,Ghana,0.194008456,0.184427171,0.174279733,0.158117214,0.114957246,0.054454069,0.174154179,0.242834251,0.19195514,0.213730502,0.208252496,0.174301811,0.134394037,0.168539683,0.151416009,0.192821295,0.205314774,0.165516165,0.190362665,0.173359837
43,Greece,0.27571041,0.304454086,0.280008239,0.228479592,0.223391237,0.141218183,0.234420323,0.284294677,0.252223981,0.193248259,0.185737911,0.217120949,0.214205402,0.223699919,0.23905869,0.2575951,0.273191353,0.267887982,0.211563235,0.237237344
96,Guatemala,0.215175163,0.184755001,0.184456346,0.161756373,0.128970525,0.081476826,0.182562636,0.223032558,0.187059024,0.195848508,0.201848142,0.19819374,0.19541003,0.200569219,0.193170617,0.192678471,0.219904265,0.200994207,0.207116792,0.187104129
109,Guinea,0.192828501,0.153882903,0.14771866,0.158400248,0.103777707,0.084559514,0.194338894,0.198590729,0.16384986,0.200242507,0.378331076,0.17259232,0.168510145,0.16235902,0.25455113,0.218341677,0.224508391,0.225008568,0.221200232,0.190715373
120,Guinea-Bissau,0.157547853,0.140716919,0.129820629,0.127810085,0.084605947,0.050785509,0.179550247,0.255444463,0.194670021,0.206560094,0.161781392,0.184045792,0.16200969,0.193594741,0.185060268,0.196445592,0.184718571,0.172089109,0.182116179,0.165756479
100,Honduras,0.175439114,0.165438965,0.176031653,0.179414305,0.133783193,0.080909167,0.192135694,0.190741643,0.183857365,0.185562046,0.193656161,0.159099909,0.172494062,0.196919108,0.200395197,0.202583278,0.224046518,0.216611893,0.173913281,0.179106976
32,Hungary,0.192732839,0.194585825,0.183083581,0.150281112,0.113219496,0.078436541,0.182841845,0.196453205,0.203095392,0.186444994,0.192378901,0.204002722,0.208219659,0.221390875,0.21274789,0.221939431,0.262543125,0.245657832,0.226403106,0.193497809
6,Iceland,0.518596594,0.591480468,0.596456401,0.558089343,0.513110733,0.32012202,0.385359121,0.366746101,0.389293155,0.377661835,0.380341974,0.429134724,0.447416949,0.50040547,0.624355009,0.654773603,0.650772944,0.574388982,0.511634676,0.4942179
66,India,0.147588046,0.150970077,0.132990069,0.124939852,0.104013578,0.071962583,0.108817266,0.256299259,0.189531926,0.146964023,0.174993423,0.171609349,0.163386362,0.190414872,0.199388174,0.165758389,0.207240545,0.130104425,0.162311588,0.157857042
93,Indonesia,0.217982206,0.199180839,0.194842601,0.185899391,0.146968279,0.081461087,0.203717722,0.255250687,0.20582319,0.212136642,0.22101611,0.200790413,0.189940933,0.195653476,0.19815821,0.188535896,0.22380391,0.203259505,0.196895412,0.195858764
94,"Iran, Islamic Rep.",0.214598991,0.198121829,0.168171598,0.147496877,0.094814709,0.079096832,0.135127907,0.228001205,0.21160444,0.209458656,0.188823261,0.185292621,0.205597014,0.173134558,0.239448412,0.189185836,0.197005459,0.124084489,0.213358639,0.179074912
13,Ireland,0.550151746,0.627001508,0.601830085,0.494398481,0.469715166,0.279145603,0.425166465,0.450212136,0.406939617,0.379759205,0.367928647,0.411055588,0.452252715,0.631857645,0.565911179,0.64706532,0.692555625,0.683819633,0.729881873,0.519297276
25,Israel,0.314685072,0.322216421,0.295286825,0.2502338,0.235390585,0.145148394,0.270482007,0.325333923,0.330956854,0.320465348,0.302638619,0.335231404,0.337618249,0.367100646,0.382991396,0.405412155,0.404964207,0.393620644,0.411149462,0.323732948
35,Italy,0.389190462,0.42767193,0.395236708,0.315866905,0.290067663,0.185774196,0.33074865,0.35785005,0.352273002,0.333482646,0.300930963,0.312465658,0.305736782,0.312702321,0.315703123,0.325978819,0.347660216,0.3276342,0.306163861,0.328059903
56,Jamaica,0.158202519,0.159673381,0.140180393,0.133604247,0.084696047,0.049270312,0.091593698,0.151711263,0.151740648,0.14241119,0.153637379,0.191130549,0.185895672,0.18916658,0.189962531,0.200283061,0.225786239,0.225197039,0.17687082,0.157948083
38,Jordan,0.192163608,0.182499581,0.197958201,0.138365772,0.120793659,0.074540631,0.169827184,0.240988037,0.163078458,0.128186066,0.128158745,0.13054199,0.132334731,0.149633567,0.163912933,0.16213186,0.19473235,0.128022188,0.192720224,0.157399462
101,Kazakhstan,0.250620802,0.2546638,0.245220909,0.258128371,0.243168133,0.120207449,0.222468755,0.246072065,0.238561942,0.291259263,0.283660485,0.28476175,0.256738579,0.179496522,0.165980902,0.185482713,0.254657747,0.237718806,0.208364811,0.233012305
106,Kenya,0.189119293,0.189665584,0.195814528,0.176120412,0.139765255,0.077757468,0.154985843,0.237522653,0.201633483,0.177368377,0.179741797,0.163611297,0.155890682,0.170901908,0.153236249,0.131852067,0.199810501,0.145755809,0.19520648,0.170303141
30,"Korea, Rep.",0.355017557,0.307168253,0.284031417,0.269772017,0.245953028,0.149760746,0.26535857,0.293743136,0.296941197,0.297486672,0.29784262,0.297732082,0.302693039,0.322733663,0.334087952,0.353502732,0.360446218,0.3426699,0.334460991,0.300600094
72,Kosovo,0.247731968,0.212042384,0.149785729,0.156352224,0.163754105,0.111214617,0.197595186,0.267470153,0.198576586,0.207747045,0.183576619,0.190334401,0.176845905,0.203403512,0.207140651,0.196042762,0.209982705,0.192532731,0.181111849,0.192275849
114,Kyrgyz Republic,0.144555236,0.176202609,0.157987686,0.125865044,0.111175713,0.09234649,0.226786157,0.245599375,0.15462006,0.174024993,0.141467473,0.220640825,0.172298411,0.184561684,0.164517631,0.169809298,0.216577675,0.222320652,0.176944498,0.172542185
111,Lao PDR,0.202245501,0.176881348,0.180531211,0.157342727,0.142049959,0.08365646,0.193360413,0.26731799,0.210670042,0.207508863,0.224278666,0.199948279,0.190403593,0.19226218,0.198112427,0.171614904,0.21347315,0.189441838,0.203937996,0.189738818
33,Latvia,0.227878119,0.225027223,0.216712107,0.200495333,0.193831353,0.117892692,0.182347413,0.152858018,0.176081239,0.202618468,0.263834553,0.226350525,0.215207689,0.230913341,0.230899815,0.237755285,0.268847086,0.259540507,0.251618331,0.214774163
44,Lesotho,0.177454577,0.208935093,0.236228532,0.220033641,0.245665292,0.121504995,0.22981596,0.192928657,0.187805647,0.134594213,0.255701511,0.166318973,0.220089133,0.186773178,0.137105612,0.168657823,0.182551269,0.097240419,0.184795289,0.187063148
31,Lithuania,0.233829105,0.240063434,0.21021337,0.201147876,0.171649793,0.116559956,0.194807296,0.140387906,0.193377012,0.187134959,0.223248926,0.222610521,0.233995355,0.231694204,0.240173309,0.25869378,0.280552816,0.285773592,0.26318249,0.217320826
7,Luxembourg,0.735962689,0.867578845,0.773882744,0.616729295,0.628211445,0.418636885,0.757057082,0.827232208,0.856145748,0.775716528,0.709600702,0.810122846,0.805341884,0.791758265,0.846948559,0.862369873,0.883942528,0.829419009,0.908672435,0.773964714
76,Madagascar,0.114188691,0.199251763,0.154459848,0.149139427,0.089826398,0.067801543,0.187333675,0.187449633,0.177170041,0.175386708,0.187803337,0.166024467,0.177152596,0.177380529,0.192376284,0.177595023,0.207629289,0.201446321,0.176558983,0.16663024
87,Malawi,0.184344341,0.189367529,0.174293248,0.157541105,0.139154411,0.087166994,0.185017521,0.273313787,0.209071904,0.183916535,0.187497731,0.180722861,0.179118391,0.168922801,0.152718332,0.151083362,0.199077078,0.172959035,0.196688666,0.177472402
39,Malaysia,0.20850993,0.190649355,0.185342758,0.163142983,0.131368172,0.082011656,0.180247855,0.206558412,0.215950222,0.200738974,0.22211741,0.204453821,0.208301761,0.215157651,0.209502181,0.211677882,0.236760375,0.220996757,0.204823694,0.194647992
74,Maldives,0.214460653,0.231875566,0.189946923,0.077692193,0.249071742,0.083009636,0.167948921,0.125340196,0.185098663,0.180875933,0.167569337,0.212914734,0.210324428,0.181646686,0.188785561,0.215371086,0.243909387,0.197332136,0.074499621,0.178824916
91,Mali,0.185139887,0.210135841,0.160564981,0.153966812,0.369654874,0.062542839,0.176516635,0.246805003,0.192123447,0.175123504,0.180855009,0.177482116,0.189574613,0.201867461,0.190663013,0.181111978,0.202183665,0.202711534,0.198221504,0.192486564
27,Malta,0.248688377,0.24117948,0.228663169,0.212214931,0.178200011,0.115698563,0.225231486,0.279893098,0.27430482,0.249846194,0.259367905,0.277886033,0.289547565,0.322708604,0.309868588,0.370628528,0.359057729,0.357297373,0.28922706,0.267868922
89,Mauritania,0.17920622,0.193627089,0.170150586,0.157149615,0.224701968,0.059806988,0.14456195,0.213957757,0.190374974,0.208331513,0.230366187,0.201868847,0.179023669,0.195056764,0.187177054,0.216870616,0.239140098,0.261176383,0.218143157,0.193194286
78,Mexico,0.219714164,0.206568771,0.202507098,0.178055356,0.149724566,0.081384229,0.194134785,0.189180212,0.207352496,0.196025694,0.204053407,0.184892327,0.176973849,0.196801236,0.191243747,0.202942716,0.22372218,0.186511743,0.191614963,0.188600186
97,Moldova,0.226466907,0.212109132,0.20618605,0.198437128,0.135917257,0.071620854,0.204270562,0.159575915,0.204886989,0.197522946,0.175159331,0.223978542,0.19364887,0.170416988,0.197675143,0.201847185,0.223804857,0.204244104,0.18071433,0.188867531
71,Mongolia,0.184054115,0.190648072,0.206145944,0.208329629,0.224863947,0.107603953,0.185077412,0.200229555,0.212537108,0.242627446,0.246292824,0.247861076,0.193899766,0.16845017,0.096087346,0.182593644,0.25630612,0.249007263,0.183049677,0.19924553
52,Montenegro,0.185391865,0.170397802,0.175739306,0.166785423,0.200094959,0.127832306,0.198905687,0.169885098,0.184327661,0.159891016,0.136699317,0.180132726,0.196641495,0.175855792,0.162712955,0.160405402,0.21631851,0.214216472,0.146076429,0.175174222
60,Morocco,0.17806832,0.183539487,0.164929976,0.122349952,0.135670667,0.074427096,0.209112332,0.25268338,0.182482729,0.163646156,0.162969872,0.176107367,0.246175213,0.181128938,0.147386724,0.179669041,0.20435328,0.168286371,0.173992424,0.174051543
86,Mozambique,0.216209429,0.190281875,0.174877758,0.158583523,0.133486066,0.07615781,0.187275452,0.254036077,0.190645684,0.180223436,0.208927534,0.199410422,0.149836568,0.180311382,0.161239147,0.1766259,0.190818867,0.210155828,0.193943166,0.180686628
5,Netherlands,0.483246774,0.535773628,0.497112428,0.413833791,0.389518719,0.242498266,0.457897654,0.479782864,0.462944034,0.432047297,0.393619771,0.426960542,0.423809298,0.428823366,0.442413302,0.470262769,0.487540488,0.489334821,0.468969801,0.44349419
99,Nicaragua,0.226763578,0.207152589,0.208157785,0.193447286,0.146670692,0.081967114,0.189241933,0.199081984,0.199561304,0.221380345,0.237546969,0.211647756,0.200199707,0.199505766,0.196012991,0.190454633,0.192576685,0.194495751,0.208904575,0.194987865
95,Niger,0.202133752,0.175325309,0.154711664,0.167811867,0.390824737,0.072298838,0.219489682,0.225360459,0.213062004,0.182164114,0.25261512,0.199239699,0.166487892,0.167132317,0.186072057,0.168227497,0.224036194,0.189031141,0.213501594,0.198396102
116,Nigeria,0.282829237,0.195715266,0.251120089,0.23098902,0.22750598,0.08215135,0.259796234,0.267997222,0.203664791,0.218562708,0.22099606,0.208236426,0.196536928,0.17382749,0.132364703,0.13102948,0.191957092,0.146558648,0.194148996,0.200841459
59,North Macedonia,0.16329544,0.19984969,0.199542263,0.182566775,0.13888114,0.087975662,0.195387076,0.219588333,0.189476694,0.18247206,0.160352853,0.174786416,0.166875537,0.186817979,0.18138142,0.168821678,0.216729926,0.202001351,0.181135243,0.178838818
3,Norway,0.738617163,0.751151601,0.708684959,0.700935711,0.651273543,0.396331339,0.784271537,0.718570796,0.757783206,0.789824231,0.790002009,0.796727675,0.746752118,0.658219955,0.637119562,0.687158333,0.707184941,0.679865928,0.588462742,0.699417755
103,Pakistan,0.183507531,0.205509614,0.189232917,0.155554194,0.11532024,0.059797764,0.117770867,0.228975614,0.162967578,0.147507009,0.155713882,0.152640477,0.16338904,0.178054469,0.187369895,0.154338949,0.20690093,0.110830857,0.191425834,0.16141093
67,Panama,0.196980969,0.182619135,0.176757444,0.169189171,0.168866354,0.120858762,0.235468858,0.246411125,0.214891156,0.238897665,0.265776686,0.232745607,0.208508469,0.236810079,0.238514882,0.236112555,0.247754539,0.215156352,0.162790697,0.210268974
108,Paraguay,0.183582894,0.20215191,0.199306707,0.182631626,0.156274744,0.086282048,0.227670058,0.227562803,0.236867936,0.224901317,0.183961742,0.228652732,0.210782789,0.194569774,0.211272596,0.206799021,0.220745743,0.149995485,0.202265156,0.196646162
63,Peru,0.219142156,0.195926264,0.189655434,0.182369716,0.174252409,0.108044012,0.244304326,0.2362724,0.22658073,0.242112594,0.255715111,0.232698814,0.206012215,0.197960415,0.199038303,0.181180402,0.225350854,0.205528667,0.167943613,0.204741497
85,Philippines,0.184521859,0.178241792,0.173189689,0.160008071,0.139349387,0.08277353,0.193377242,0.227601608,0.203790839,0.20161682,0.230757086,0.219801858,0.219424529,0.219214786,0.227450817,0.214893104,0.228181589,0.216009682,0.168934062,0.194165176
29,Poland,0.188248857,0.176931103,0.171181584,0.156994021,0.137725106,0.09592546,0.19314543,0.251253551,0.198833306,0.201708065,0.198291523,0.188435022,0.200177706,0.222237472,0.211008954,0.23125648,0.268771488,0.254873022,0.235151043,0.199060484
22,Portugal,0.26631923,0.266837209,0.248572013,0.203722641,0.188548285,0.12365953,0.230449619,0.259568234,0.240409271,0.20855768,0.191237143,0.216139329,0.201341985,0.23558546,0.248791491,0.253927569,0.293489491,0.292778544,0.251464956,0.232705246
54,Romania,0.211277756,0.18570034,0.201685227,0.180870163,0.15490248,0.089402335,0.204691699,0.179686884,0.166096026,0.190174546,0.19716736,0.18423284,0.200648718,0.207933637,0.198066612,0.225012641,0.247763773,0.190291423,0.212651328,0.190960831
105,Russian Federation,0.235194263,0.232326495,0.250591894,0.271332655,0.240018895,0.125127205,0.26773911,0.170651587,0.216488302,0.256241645,0.259988567,0.232112741,0.215779228,0.175011068,0.170983486,0.205557185,0.255852254,0.264466178,0.217660353,0.224374901
37,Rwanda,0.247945169,0.183476778,0.218134283,0.197745349,0.157145388,0.079734714,0.233150234,0.267204294,0.208354717,0.21284991,0.228908242,0.198149379,0.177251985,0.213742342,0.201983162,0.176609759,0.232656636,0.207964846,0.180920143,0.201259333
50,Senegal,0.203296957,0.202180933,0.192804206,0.172831831,0.09415466,0.061397135,0.157329805,0.2321359,0.177651795,0.151704447,0.182853592,0.161597998,0.176520665,0.193779988,0.199314456,0.19311306,0.214799493,0.174522951,0.203584272,0.17608285
65,Serbia,0.213212044,0.188843392,0.216207843,0.19376771,0.136869008,0.084778523,0.193586449,0.203647238,0.178872648,0.173678981,0.142015309,0.170681835,0.129153499,0.17782377,0.199043485,0.216956936,0.238752015,0.23461633,0.207969968,0.184235631
36,Slovak Republic,0.194027999,0.228019369,0.220980135,0.194022361,0.172280656,0.122198319,0.228834639,0.211454926,0.238041649,0.217963651,0.211703587,0.218243716,0.218865445,0.244500213,0.2241511,0.244287114,0.275182603,0.254461893,0.251557435,0.219514569
26,Slovenia,0.275028129,0.281607335,0.272079306,0.238011348,0.214994076,0.142063166,0.272044607,0.257992152,0.260906901,0.233211627,0.222245964,0.192231151,0.231459498,0.254723284,0.26572683,0.29262942,0.317195112,0.314260502,0.278554889,0.253524489
42,South Africa,0.215883026,0.198199614,0.196178817,0.18921286,0.161096349,0.09117543,0.193209848,0.208862226,0.192308753,0.187394869,0.188057635,0.179585009,0.16359817,0.171635316,0.160889164,0.161731892,0.206544906,0.143592329,0.179099284,0.178329237
21,Spain,0.34988953,0.370655215,0.352558434,0.316980296,0.291521013,0.175607471,0.289210788,0.314155465,0.296970962,0.255587894,0.216991932,0.247382158,0.25277798,0.282715599,0.282214931,0.294690042,0.322471133,0.290396643,0.264906262,0.287772829
57,Sri Lanka,0.159953287,0.161520611,0.134473539,0.124473738,0.100984085,0.057677486,0.14875208,0.226324249,0.194671355,0.181430726,0.214577683,0.170410524,0.166494642,0.170582842,0.181560343,0.175215301,0.195299366,0.091193588,0.179436832,0.159738541
2,Sweden,0.499314017,0.56756894,0.53715049,0.441655233,0.415389227,0.257397706,0.453963342,0.44395328,0.497077074,0.498796638,0.4591828,0.497021301,0.477007603,0.492142935,0.491460984,0.509213513,0.496406928,0.475745124,0.477801079,0.473065695
4,Switzerland,0.625503661,0.714333235,0.637485262,0.506540535,0.483934288,0.292773791,0.569499774,0.639728048,0.674185539,0.681949185,0.623656606,0.67216602,0.662220503,0.705816409,0.707260747,0.723312651,0.726958533,0.69568859,0.728091343,0.635321301
118,Tajikistan,0.231802446,0.212876107,0.195314689,0.152900398,0.161809907,0.09253063,0.223199129,0.249731285,0.194862601,0.221198984,0.237540666,0.213295633,0.217637522,0.199534841,0.174341832,0.169750609,0.226538211,0.216641579,0.216948681,0.200445039
75,Tanzania,0.226338346,0.197006441,0.18084115,0.15267438,0.115215293,0.077965427,0.181523257,0.247556176,0.189774539,0.191799354,0.188979382,0.193961389,0.187715264,0.19559496,0.211467998,0.204883921,0.219700349,0.207387639,0.215404618,0.188725783
