,Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
25,Belarus,BLR,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.76086957,5.187817259,75.95571292,16.88006062,11.52012886,12.17146907,20.18054264,15.10311745,15.01445182,11.44061677,12.33668601,,,6.570220588,6.644401832,8.909260816,10.65663437,18.55746198,18.90524573,39.41681084,24.42931342,23.83729556,24.54872626,37.59817806,38.92409841,39.88010453,37.09573699,33.24420394,,
26,Belize,BLZ,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.09481347,21.26602671,24.63049748,26.33535286,27.98347375,27.5111179,29.25002936,,,,,,50.87733171,67.14318182,79.16970133,70.294013,67.5028463,64.48257665,62.37246964,65.24031538,64.42545298,62.82627095,61.59101419,61.30574033,61.03774556,,,,,,,
28,Bolivia,BOL,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.17172417,57.41137939,47.88280662,46.53650541,47.07519259,56.25758298,60.10919774,68.33985276,,,,,,,,,,,,,,,,,,,,
29,Brazil,BRA,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.31878046,59.3416583,59.84949,57.22840938,58.45727111,67.53755403,73.41880381,83.66920265,86.60788412,92.56525319,100.5866373,
32,Bhutan,BTN,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.34635933,49.38629265,47.48335336,40.94079631,34.44202044,28.26394923,37.85327726,31.93674677,31.08262689,36.09335891,40.48037494,72.20845404,58.1222739,70.83734938,77.45802264,81.72261948,76.8295072,64.28857447,61.91206477,58.19082377,56.21183125,64.04671854,74.2422122,98.44488536,93.1103346,88.50268416,100.7780441,101.2897065,101.1935022,97.48529161,117.3297593,
33,Botswana,BWA,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.37110325,12.11680206,12.53215057,12.44505995,12.04239764,10.97207607,11.15675555,,,,,,,,,,6.023568087,5.943176413,8.004029974,19.25178187,21.88629705,21.07436228,20.62318079,19.01638129,18.32573361,19.08697767,15.80495231,14.68076918,15.23071514,16.22293245,19.6558567,
35,Canada,CAN,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.36874422,78.11552315,74.76256899,72.30396613,66.09284296,58.60027865,57.32214393,54.00913305,51.15163117,46.74289,46.02521292,43.25613034,39.13872444,43.94727949,52.25152641,52.45743515,53.18475161,54.9262398,51.84295011,50.33071883,54.65147942,52.80866814,50.22579685,48.1815311,48.01163331,72.0858234,
37,Switzerland,CHE,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.32532176,13.04436452,15.23163907,18.44454813,20.06802587,22.49520878,22.90443587,24.9237649,27.1341876,25.00565488,25.77790616,24.70277358,29.74298448,28.80288908,29.36536952,29.39717832,25.76835389,23.65582945,23.0826539,21.70163739,20.99356622,21.14200705,21.34449593,20.21815744,20.61124279,20.43929496,19.38099266,20.28441183,18.67811857,18.95425981,20.91088891,
39,Chile,CHL,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.37231577,14.58447614,12.77982318,12.1152964,13.27700701,13.14564,,,,,,,,,,,,,,,,,,,,,
40,China,CHN,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Cameroon,CMR,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.6686948,48.8665342,58.64613734,48.59731537,106.5005227,106.2809792,,,84.81026402,79.4576584,,,,,,,,,,,,,,,,,,,,,,
45,Colombia,COL,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.403915491,19.06535087,17.70902168,,,52.53541953,,,,,65.24508031,68.99900334,72.45266993,62.86013282,65.22769588,67.10291195,47.97616952,53.27858747,66.90716091,66.72724785,71.65043548,72.70226119,90.40356612,
48,Costa Rica,CRI,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.09821118,30.17903086,40.20510243,40.1048029,38.50184887,39.33511191,,,,,,,,,,,,,,,,,,,,
53,Cyprus,CYP,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.61874584,96.3842337,95.8339898,100.3304423,91.66831341,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Germany,DEU,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.93058961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Djibouti,DJI,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Denmark,DNK,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.13537155,66.6274703,78.23914946,75.26157028,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Dominican Republic,DOM,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.96018308,17.5702325,,16.41680384,,,,,,,,,,,,,,,,,,,,,,
66,Ecuador,ECU,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,"Egypt, Arab Rep.",EGY,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.78853383,,,,,,,,,,,,,,
70,Spain,ESP,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,2002.510415,1767.385574,,,,,,,,,,,,,,,,,,,35.13232241,35.16511727,36.98413353,46.69882232,48.10463682,57.88357149,64.2155121,64.00972094,64.25782547,59.15738053,56.41656756,51.99516701,50.16536985,45.49913848,43.4691213,40.26751027,35.78905763,31.79219514,35.7977494,48.3646993,50.16780071,58.05764995,74.11165089,87.50518162,100.6473251,100.9321599,102.73181,103.5771364,104.7421445,108.9948327,141.2169882,
71,Estonia,EST,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.909220025,7.841843336,4.066987003,3.811326323,4.429484901,4.86252614,5.273353741,5.181045677,4.944383971,4.229534012,5.058350961,8.224680467,7.897645108,5.991393308,13.55217445,13.79847604,13.95485067,13.12274003,14.07077738,13.42557616,13.45856977,14.05308354,23.76990453,
72,Ethiopia,ETH,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.35295692,50.88587876,44.38117357,73.28743449,92.50415494,82.62967636,72.15000936,69.42168706,77.96167911,85.55469792,,,,,,,,,,,,,,10.73328378,26.93727974,27.94312504,29.00569007,30.0951132,32.5332185,31.44884867,,
75,Finland,FIN,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.47561955,17.0154335,34.1069451,51.62475302,58.2474104,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Fiji,FJI,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.84182174,33.67358458,36.53835481,36.62825932,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,France,FRA,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.36396883,59.1702064,58.29925233,57.81887921,61.17654987,63.67355424,64.64241302,65.61117387,60.97429268,59.48742119,65.37256949,77.94778204,80.30129971,82.29224206,90.2797486,90.96854367,97.55438385,97.98033326,102.2620449,102.2152651,101.6221344,104.9864315,123.0135527,
81,United Kingdom,GBR,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.20337095,29.19489603,30.39975006,35.31355001,40.48008846,88.40972151,87.41465096,88.55906796,90.2909561,87.38964708,87.44749774,84.29840316,86.26916153,86.47603549,90.33247193,91.98524195,92.00712638,93.63239039,105.2377916,123.392178,130.6916914,143.5388902,147.0179035,141.5578557,150.5759794,147.6109814,156.0049433,161.0885905,157.8036627,160.0202471,195.3922888,
82,Georgia,GEO,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.05163487,46.40299858,45.9022152,56.90647339,60.77760333,58.51963396,56.0323644,55.44930258,45.50740883,36.91560722,29.22923354,23.09008767,19.20406266,23.47325543,30.85677749,31.89225355,28.37154172,28.79609803,29.49942469,30.97609562,36.65065567,40.26872419,39.39246742,38.88774288,45.15350593,65.8844131,
83,Ghana,GHA,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Guinea,GIN,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,"Gambia, The",GMB,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Guinea-Bissau,GNB,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Greece,GRC,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.6488573,108.066837,109.0266289,119.4314572,123.5990185,125.626343,120.6540829,126.6596579,127.5480281,126.5730585,123.820896,127.1583264,143.9804531,136.6022242,116.2115936,168.0272011,185.7438261,189.294441,189.158854,194.6201975,198.965312,208.8384403,212.3756385,252.2861546,
92,Guatemala,GTM,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.48068514,17.75179131,15.83121931,13.62250812,13.16194904,11.40499902,11.24183287,11.34521767,11.28016784,13.47018859,16.98382301,20.26902332,18.69247732,21.03844097,22.14445739,21.60212014,22.23477296,21.98699753,20.38340804,23.3939732,24.81695941,24.56395978,24.70074241,25.20994956,24.79268563,24.92017709,25.03499067,21.06413073,26.4833248,26.4877249,31.56278309,
97,Honduras,HND,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Croatia,HRV,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.53792466,34.25029512,57.57246291,54.84941703,54.4020514,54.21978274,53.94547003,50.92846595,50.43401726,52.09486785,63.21852151,72.11588963,78.5498031,83.19302049,94.01258088,100.2094911,102.3868643,99.78550463,92.62871888,89.45164678,87.08089079,104.8909851,
101,Hungary,HUN,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.22759326,75.47569118,86.11350849,83.31873999,86.11386343,75.00998623,67.31687826,64.16309276,66.7855663,61.21142427,59.36569321,59.01467369,59.76332162,63.00795275,65.22712625,68.3849879,69.14049228,72.65185206,81.1091689,81.28171515,90.5625449,94.14751321,94.73319021,98.67133092,96.39735356,96.77762377,91.98722477,86.55068833,83.28940201,96.10889725,
106,Indonesia,IDN,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.74145233,40.27562957,42.70935743,37.49759685,36.57059016,30.80432488,23.92314221,72.48531853,55.20408766,45.20796711,,,32.22412653,29.71739625,,,,,34.22502821,29.99730638,26.16615928,24.86514467,25.03440084,27.78192722,27.4216122,30.30912614,31.36619071,32.42906712,33.13941924,33.72915562,42.9166244,
109,India,IND,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.78325379,50.01008036,49.68090136,51.75980829,49.5942827,47.4916413,45.7233077,50.36543613,50.31921817,51.35295144,55.0042465,59.0179098,62.5527713,62.1900539,62.59297674,62.2265261,59.66673028,57.49753639,57.29221428,55.25644611,51.5919103,51.55655366,50.67803055,50.31182736,49.90092487,49.96471839,47.63375559,47.58360938,46.52249867,,,
111,Ireland,IRL,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.00933921,49.14186984,38.14174826,35.00719892,33.67993331,32.36709594,30.82107712,30.7738803,27.0392688,26.9930294,46.62516509,66.62175036,82.49169608,111.6490731,129.7226648,131.7821122,121.2080378,88.55792018,85.33325189,76.70692272,75.18508378,69.69604639,71.58126249,
112,"Iran, Islamic Rep.",IRN,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
114,Iceland,ISL,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.91436565,31.31516329,37.64887791,43.06175493,44.10450345,46.34465767,45.69883498,68.46571755,63.17670298,59.15767935,58.25802059,60.28438052,56.29940624,54.44463383,48.27972429,84.71765917,86.9818397,84.26241869,129.7384322,145.7459808,150.6338125,156.9159182,152.7396245,140.9545802,135.7965219,117.3708396,103.3624232,90.4444869,81.95196991,89.58874282,100.0169891,
115,Israel,ISR,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.85811749,98.69719063,93.88538216,94.83405991,88.60319026,,,,,,,,,,,,,,,,,,,,,,
116,Italy,ITA,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.42308813,77.46365903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Jamaica,JAM,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.7413276,232.8322106,123.6069513,112.1971751,94.66074289,83.86118418,72.25219524,73.70000908,81.6705597,88.96364365,98.33415571,117.5350336,127.777467,127.4332556,122.0080686,121.0024762,117.6988115,112.9899902,120.3398246,134.6787698,136.2243349,133.9784598,137.9346699,135.885095,132.4138046,124.6483008,122.6556781,102.4636034,,92.24644845,106.282373,
118,Jordan,JOR,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.7946833,129.9996619,152.6010968,125.609618,116.4459642,105.0628884,106.234221,100.3854165,101.1725908,99.90585466,93.71097071,90.82656316,85.07403591,88.9183394,89.02223486,79.9498073,72.62491335,69.95952618,55.06605258,59.22146671,59.77108432,60.42177197,65.35061398,73.72381216,77.71399162,78.86144955,74.07186073,75.38050204,,78.47902179,75.13747829,
120,Kazakhstan,KAZ,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.522963251,8.801310072,10.49811385,10.84063915,12.64696963,19.30791606,16.76942527,16.93035826,21.99223694,18.48304695,26.63396691,
121,Kenya,KEN,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Kyrgyz Republic,KGZ,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.88932702,72.45655758,60.47351087,60.91822868,51.65678584,54.22728733,72.23222729,
126,"Korea, Rep.",KOR,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.442801569,10.24286017,9.99384595,9.200418933,8.178936862,7.216889769,6.862980184,8.679860473,,,,,,,,,,,,,,,32.40902058,34.9298593,36.50026402,37.49295711,38.06551416,37.34863514,37.55564318,39.96948014,46.43159664,
129,Lao PDR,LAO,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Sri Lanka,LKA,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.58062551,98.48339578,95.36191195,96.7978141,94.85532323,94.6498206,92.34398434,86.10593167,89.19582391,95.10815461,96.90403265,103.2192741,105.5249908,102.270712,102.3285367,90.60491311,88.69948412,84.99441695,,86.06349191,69.25302518,68.52573941,66.74723537,68.35361656,68.59104234,73.51265916,,,,,,
141,Lesotho,LSO,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Lithuania,LTU,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.61624746,31.07856604,32.69302355,31.73420722,30.52248233,27.26441496,26.13179745,23.93573132,20.82323787,17.68951867,14.76887968,30.74369033,41.22611774,41.05385583,47.1986084,44.83591552,48.3320103,49.64569145,47.74169422,44.97756982,39.00362925,42.66221157,53.28445395,
144,Luxembourg,LUX,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.520160788,1.956575018,2.622157604,2.901345146,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Latvia,LVA,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Morocco,MAR,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.19675998,62.06741628,70.93786898,74.12313156,69.82591552,68.39491528,,64.46241514,61.18593461,61.61713382,,,54.03033855,,,59.26999277,54.80562993,50.93555511,45.4427659,47.50363068,50.96249924,55.62772032,,,,,,,,,,
150,Moldova,MDA,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.62866114,40.12318209,48.08693531,82.83278227,77.89845339,73.01886856,60.77464326,59.55925064,52.53376299,51.9542957,32.42510358,29.17929124,23.23956579,18.44251613,27.63222644,21.93256126,19.76667393,20.34713935,19.91795216,20.82653553,23.47138598,31.88566934,29.19090866,27.01833201,24.95236448,33.01366038,
151,Madagascar,MDG,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Maldives,MDV,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.78233776,35.57346955,41.61546381,45.55156113,44.21170024,47.35205809,43.03527636,39.67038773,40.98673597,40.12629842,40.86440999,31.23087034,33.59083783,30.35237709,27.27304266,33.92711504,29.54088431,29.18427775,30.3431523,46.19355167,,,,,,,,,,,,
154,Mexico,MEX,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.62685739,38.21823649,28.14705402,20.37512775,28.1564318,32.45838138,25.16601782,20.6491359,22.24362868,20.48505514,19.06948682,,,,,,,,,,,,,,,,,,,,,
157,North Macedonia,MKD,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Mali,MLI,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Malta,MLT,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.91169936,52.92658573,56.87790644,66.64051706,69.8052684,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Montenegro,MNE,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Mongolia,MNG,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.62167338,41.4415301,51.43452984,37.07128268,49.47963203,54.62757869,71.57533405,83.9144977,78.41832771,69.09979809,,,,,,,,,,,,,,,,,65.96531474,60.84403972,73.93678352,
